4132	4073	1.7723578664307223529e-07	
4133	4070	1.7722712199419617844e-07	
4148	4089	1.7719924045374111832e-07	
4148	4089	1.7719924045374111832e-07	
4103	4041	1.7718660069207892552e-07	
4149	4050	1.7711373292449253622e-07	
4149	4050	1.7711373292449253622e-07	
4149	4050	1.7711373292449253622e-07	
4149	4050	1.7711373292449253622e-07	
4149	4050	1.7711373292449253622e-07	
4167	4073	1.7708834844203806234e-07	
4165	4065	1.7708236689217964579e-07	
4165	4065	1.7708236689217964579e-07	
4165	4065	1.7708236689217964579e-07	
4165	4065	1.7708236689217964579e-07	
4157	4048	1.7707044374755927956e-07	
4039	4153	1.770518326546055e-07	
4181	4081	1.7701438031755080046e-07	
4181	4071	1.7699864640526237949e-07	
4184	4073	1.7698200931445578935e-07	
4184	4073	1.7698200931445578935e-07	
4184	4073	1.7698200931445578935e-07	
4184	4073	1.7698200931445578935e-07	
4184	4073	1.7698200931445578935e-07	
4184	4073	1.7698200931445578935e-07	
4184	4073	1.7698200931445578935e-07	
4112	4006	1.7697874500972157003e-07	
4112	4006	1.7697874500972157003e-07	
4183	4065	1.7697190196388092026e-07	
4144	4014	1.7695231815705422595e-07	
4167	4025	1.769108768452956184e-07	
4167	4025	1.769108768452956184e-07	
4193	4069	1.7690867530141561391e-07	
3995	4119	1.7688540351315383266e-07	
4197	4071	1.7688162999812984698e-07	
4197	4071	1.7688162999812984698e-07	
4197	4071	1.7688162999812984698e-07	
4197	4071	1.7688162999812984698e-07	
4196	4060	1.7686315665928787975e-07	
4061	4200	1.7683387840478554562e-07	
4056	4201	1.7681093078608804494e-07	
4056	4201	1.7681093078608804494e-07	
4056	4201	1.7681093078608804494e-07	
4056	4201	1.7681093078608804494e-07	
4037	4193	1.76800518893406037e-07	
4197	4044	1.7679992955932529158e-07	
4197	4044	1.7679992955932529158e-07	
4197	4044	1.7679992955932529158e-07	
4197	4044	1.7679992955932529158e-07	
4197	4044	1.7679992955932529158e-07	
